user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status,Sentiment
karanB698,"Brampton, Ontario",Twitter for iPhone,,12-04-2021 02:46,FALSE,28,All of the modi’s plan got failed to demotivated farmers.. we r still united nd fighting in same way for our rights… https://t.co/BGPxqBzcNC,0,FALSE,Negative
Iamjazzie96,Canada 🍁,Twitter for iPhone,,12-04-2021 02:46,TRUE,1790,"@YSAnttal Bilkul but lae ke jawe kaun.

Everyone in power is corrupted at another level.

#DelhiPolice_TorturingFarmers",0,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 02:46,FALSE,192,Delhi Police arrested some farmers while they were shopping for groceries. False charges being imposed on them.… https://t.co/NvVXDyJMC0,0,FALSE,Negative
farmers_stand,,Twitter for iPhone,,12-04-2021 02:46,FALSE,1763,"+300 Farmers Have Lost Their Lives, They Have Been In The Streets All Winter And Now They Are Struggling With Heat.… https://t.co/R5z4iYRomL",2,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 02:46,FALSE,561,"Delhi police continue to engage with BJP goons and threaten the farmers protest. 
#DelhiPolice_TorturingFarmers
 I… https://t.co/YLCH2KLOnl",0,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:46,FALSE,1763,Hundreds of families have lost their loved ones during #FarmersProtest. Yet there’s no sign of grievance from PM Mo… https://t.co/m0JALc50ag,1,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:46,FALSE,5,"@farmers_stand BJP Goons get into JNU beat up girls n students studying in the campus 
Even wid CCTV Footage Delhi… https://t.co/WR3lPT0Mhi",0,FALSE,Positive
amannahel,,Twitter for Android,,12-04-2021 02:46,FALSE,356,"Good Morning Everyone
Support The Farmers
Save The Farmers
No Farmers No Food
#DelhiPolice_TorturingFarmers 
#FarmersProtest",1,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:46,FALSE,1763,Modi sold the country like his father property #DelhiPolice_TorturingFarmers #FarmersProtest,5,FALSE,Positive
jaggisandhu4,,Twitter for Android,,12-04-2021 02:46,TRUE,193,Modi regime is afraid of inquilab zindabad #DelhiPolice_TorturingFarmers,2,FALSE,Negative
DrmanvirS,Punjab,Twitter Web App,,12-04-2021 02:46,FALSE,551,"#DelhiPolice_TorturingFarmers
Shamefull act https://t.co/a66IUOSZrt",5,FALSE,Positive
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 02:46,FALSE,494,"Shameful that Delhi Police allowed to torture Punjabis: Navjot Sidhu
#DelhiPolice_TorturingFarmers
 Chardi Kala !! https://t.co/XNnjqvwnsu",0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:46,FALSE,5,"@farmers_stand BJP Goons get into JNU beat up girls n students studying in the campus 
Even wid CCTV Footage Delhi… https://t.co/BUXdT1oSxq",0,FALSE,Positive
BaljinderMajri,"Punjab, India",Twitter for Android,,12-04-2021 02:46,FALSE,179,"Farmers protest
#FarmersProtests
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
_H_K_1_3_,Canada,Twitter Web App,,12-04-2021 02:46,FALSE,3512,"Need to change motto to 'gunde asi hai'

#DelhiPolice_TorturingFarmers 
#FarmersProtest https://t.co/nY1Xl0vREY",1,FALSE,Positive
pacifistrebel,,Twitter for Android,,12-04-2021 02:46,FALSE,447,"@harp1619 Me too!
#DelhiPolice_TorturingFarmers #FarmersProtest = #HumanRights",1,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 02:46,FALSE,71,"SC registers suo motu case against Police action on farmers
In an open letter written by Punjab University students… https://t.co/xmQNMquh22",0,FALSE,Positive
singh0maninder,,Twitter for iPhone,,12-04-2021 02:45,FALSE,78,The spirit &amp; teachings of Chardi Kala (eternal optimism no matter what happens) is alive and beautiful at the Farme… https://t.co/LzRWT11WiS,0,FALSE,Positive
Guljarmohdsaif1," HAPUR ,uttar pradesh",Twitter for Android,,12-04-2021 02:45,TRUE,3856,"One of the visuals showing the torturing mode to restrict farmers!
@HansrajMeena @AshrafFem
@bhagwanmeena53… https://t.co/l4BwqnbT7W",0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:45,FALSE,5,"@RajDhanda17 BJP Goons get into JNU beat up girls n students studying in the campus 
Even wid CCTV Footage Delhi Po… https://t.co/qflbvv1Dsg",0,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:45,FALSE,1763,Godi media - you're the worst media in the world. You're playing with the lives of 1.3 billion people's future. You… https://t.co/aXib1Mm68Z,0,FALSE,Negative
rajasthani03,,ISupportFarmers,,12-04-2021 02:45,FALSE,23,Human rights violations in India against farmers must be condemned. The world is watching.… https://t.co/aSdYWVzCsw,0,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:45,FALSE,1763,How many more farmers have to lose their lives? How many more families have to suffer? All due to govt’s incompeten… https://t.co/bsMw7bFEyN,1,FALSE,Positive
Karmjee23146883,"Punjab, India",Twitter for Android,,12-04-2021 02:45,FALSE,28,"Why you not take any action @PunjabGovtIndia
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
Manpree75939264,,Twitter for iPhone,,12-04-2021 02:45,FALSE,423,"KMP block karan da reaction si, bahut takleef ho rahi a center government nu protest ton matlab we are winning let’… https://t.co/jC5dCVmGYD",0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:45,FALSE,5,"@NindaBains BJP Goons get into JNU beat up girls n students studying in the campus 
Even wid CCTV Footage Delhi Pol… https://t.co/x57h7jonGz",0,FALSE,Positive
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:45,FALSE,94,"Delhi police beating and torturing farmers on behest of BJP
#DelhiPolice_TorturingFarmers
 Inquilab zindabaad!!!!!! https://t.co/LETGfkPBJ5",0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:45,FALSE,5,"@IshwarSinghDha7 BJP Goons get into JNU beat up girls n students studying in the campus 
Even wid CCTV Footage Delh… https://t.co/Wuh7Sxzju9",0,FALSE,Positive
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:45,FALSE,69,"Shameful that Delhi Police allowed to torture Punjabis: Navjot Sidhu
#DelhiPolice_TorturingFarmers
 Support farmers… https://t.co/u8gzLtiQGy",1,FALSE,Positive
Dhaliwal_Pinku,new Delhi,Twitter for iPhone,,12-04-2021 02:45,TRUE,557,It’s sad that the very thing a nationalist government should promote but is scared of is Unity #DelhiPolice_TorturingFarmers,0,FALSE,Negative
KingKisshor,,Twitter for iPhone,,12-04-2021 02:45,FALSE,5,"@DharmpreetBhan1 BJP Goons get into JNU beat up girls n students studying in the campus 
Even wid CCTV Footage Delh… https://t.co/b5mtZkJgl7",0,FALSE,Positive
PushpSamra,,Twitter for Android,,12-04-2021 02:45,FALSE,24,Farmers should be worshipped as they bring bread to your table. But they are treated like beasts.… https://t.co/AInAem1Y90,0,FALSE,Positive
PSGrewal2,"Brampton, Ontario",Twitter Web App,,12-04-2021 02:45,TRUE,975,"@kdhanjal12 Thank you 🙏🏽

#FarmersProtest 
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 02:45,FALSE,152,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 Farmers against injustic… https://t.co/hc5TvD30Km",0,FALSE,Positive
NikhilPatidarr,"Bhopal, India",Twitter for Android,,12-04-2021 02:45,TRUE,176,"#DelhiPolice_TorturingFarmers

“56inch”. Farmer giving msg to “5.6inch” Government💥👑😎!

Jai Jawan Jai Kisan ❤️!।… https://t.co/PdaNIqSUhD",0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:45,FALSE,5,"@KaranPa55042422 BJP Goons get into JNU beat up girls n students studying in the campus 
Even wid CCTV Footage Delh… https://t.co/qoaeyt8yHM",0,FALSE,Positive
vivek70singh1,"Nagpur, India",Twitter for Android,,12-04-2021 02:45,FALSE,1,"😎❤️👿my brother👿❤️ #vivek_70_singh #virul #trending #mondaythoughts
#SpreadKindness
#DelhiPolice_TorturingFarmers… https://t.co/9aWalevHB1",0,FALSE,Positive
sartajjeevan,,Twitter for iPhone,,12-04-2021 02:45,TRUE,131,I stand with farmers #DelhiPolice_TorturingFarmers https://t.co/lKtMr8xNXj,1,FALSE,Positive
deeprana1007,,ISupportFarmers,,12-04-2021 02:45,FALSE,71,The hospitals around Delhi have seen a surge in emergency cases and 80% of those are poor farmers facing the tortur… https://t.co/YP0JgIqsBn,0,FALSE,Negative
NindaBains,Canada,Twitter for Android,,12-04-2021 02:44,FALSE,277,"Shame
#DelhiPolice_TorturingFarmers https://t.co/xfJlnuVKA5",1,FALSE,Positive
judge_rupinder,,ISupportFarmers,,12-04-2021 02:44,FALSE,56,International organisations support Indians farmers: NYT carries full page declaration… https://t.co/0VK0RonQ7B,1,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:44,FALSE,1763,"It is only the farmer who faithfully plants seeds in the Spring, who reaps a harvest in the Autumn.… https://t.co/s8TVWCmlI0",3,FALSE,Positive
jssaini54634980,,ISupportFarmers,,12-04-2021 02:44,FALSE,164,This is human rights violation. Beating a farmers because he was protecting women from BJP goons… https://t.co/Q8dnceFemD,0,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:44,FALSE,1763,"""Farmers left their young crops &amp; young kids behind to fight for their rights. They have not only braved the cold b… https://t.co/JzjZ2fvZ1p",2,FALSE,Negative
__Jaskaran_,,Twitter for Android,,12-04-2021 02:44,TRUE,67,"Who call thm @DelhiPolice police??? They are sinners!! 
Replace thm with army!! @rashtrapatibhvn 
#DelhiPolice_TorturingFarmers",5,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 02:44,FALSE,192,"Delhi police is beating farmers who are protesting peacefully.
#DelhiPolice_TorturingFarmers
 The World is Watching https://t.co/Vr5w6YKQJM",0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:44,FALSE,5,"@Jagmeetsinghsra Yess

@CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you… https://t.co/cDkLNY3x1E",0,FALSE,Negative
RiverPhiNicks13,United States,Twitter for iPhone,,12-04-2021 02:44,TRUE,190,Shame on you Delhi Police and Indian Democracy #DelhiPolice_TorturingFarmers,0,FALSE,Positive
Jass_k_G,"Toronto, Canada",Twitter for Android,,12-04-2021 02:44,FALSE,289,Unfortunately people who stand against injustice will always have to sacrifice. But our inspiration is our Gurus.… https://t.co/Ius6mDWLuz,0,FALSE,Negative
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 02:44,FALSE,561,Modi/Shah are killing democracy by misusing Delhi and Haryana police to arrest the farmer protestors.… https://t.co/LPv7sIBmCL,1,FALSE,Negative
farmers_stand,,Twitter for iPhone,,12-04-2021 02:44,FALSE,1763,"""Farmers left their young crops &amp; young kids behind to fight for their rights. They have not only braved the cold b… https://t.co/tR9TDrenlZ",0,FALSE,Negative
pacifistrebel,,Twitter for Android,,12-04-2021 02:44,FALSE,447,"@PushpSamra Nothing other than simply asking for their rights
#DelhiPolice_TorturingFarmers #FarmersProtest = #HumanRights",0,FALSE,Negative
farmer3630,,Twitter for Android,,12-04-2021 02:44,TRUE,983,"No farmers No Food
#DelhiPolice_TorturingFarmers https://t.co/Z0NPpoZJhx",2,FALSE,Positive
farmer3630,,Twitter for Android,,12-04-2021 02:44,TRUE,983,"No farmers No Food
#DelhiPolice_TorturingFarmers https://t.co/yOTXolvi3S",1,FALSE,Positive
Kamales95786096,,Twitter for Android,,12-04-2021 02:44,FALSE,82,Support for farmers #DelhiPolice_TorturingFarmers,0,FALSE,Positive
farmer3630,,Twitter for Android,,12-04-2021 02:44,TRUE,983,"No farmers No Food
#DelhiPolice_TorturingFarmers https://t.co/olr0ffWL86",1,FALSE,Positive
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 02:44,FALSE,494,"Delhi police using metal rods for farmers. Shame on Modi 
#DelhiPolice_TorturingFarmers
 Chardi Kala !! https://t.co/TkKaYtD2S7",0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:44,FALSE,5,"@farmers_stand @CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you are doin… https://t.co/r7Qd8vnEaQ",0,FALSE,Negative
farmers_stand,,Twitter for iPhone,,12-04-2021 02:44,FALSE,1763,Protesting farmers are determined and message is loud and clear : Struggle will continue until victory! When the fi… https://t.co/RhnwOsUwtn,0,FALSE,Positive
sartajjeevan,,Twitter for iPhone,,12-04-2021 02:44,TRUE,131,Keep tweeting #DelhiPolice_TorturingFarmers https://t.co/mogPiGwPOM,1,FALSE,Positive
9023142749,,Twitter for Android,,12-04-2021 02:44,FALSE,94,Its goonda police sharm kro delhi police #DelhiPolice_TorturingFarmers,0,FALSE,Positive
aujlaaman,"Khanna, India",Twitter for Android,,12-04-2021 02:44,TRUE,126,"#DelhiPolice_TorturingFarmers
Its Dalli Police not Delhi police.
Doing what its name is.",0,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:44,FALSE,1763,"Together we will WIN- THE FIGHT IS #DelhiPolice_TorturingFarmers #FarmersProtest FOR OUR LIVELIHOOD , OUR FUTURE",0,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 02:44,FALSE,71,"Delhi police beating the farmers for peaceful protest.
#DelhiPolice_TorturingFarmers
 Farmers protest peacefully https://t.co/RfhwbnfPnf",0,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:43,FALSE,1763,We will keep on protesting as you don’t left us anything to loose Modi! #DelhiPolice_TorturingFarmers #FarmersProtest,0,FALSE,Negative
rajasthani03,,ISupportFarmers,,12-04-2021 02:43,FALSE,23,The hospitals around Delhi have seen a surge in emergency cases and 80% of those are poor farmers facing the tortur… https://t.co/hNh4D9nlQf,0,FALSE,Negative
karanB698,"Brampton, Ontario",Twitter for iPhone,,12-04-2021 02:43,FALSE,28,Why delhi police is targeting farmers without any fault... Farmers r fighting for their rights even fighting to sav… https://t.co/32AR2vAeA3,0,FALSE,Positive
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:43,FALSE,94,"Delhi police is beating farmers who are protesting peacefully.
#DelhiPolice_TorturingFarmers
 Inquilab zindabaad!!!… https://t.co/JsTUwhdeXT",0,FALSE,Positive
SurajKu33202504,,Twitter for Android,,12-04-2021 02:43,FALSE,48,Reality of modi........                          #DelhiPolice_TorturingFarmers https://t.co/tgUh6A6uZz,0,FALSE,Positive
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:43,FALSE,69,"Riot police attempt to clear farmers from Delhi protest camp
#DelhiPolice_TorturingFarmers
 Support farmers!!!!!!! https://t.co/bcw08WszzQ",0,FALSE,Positive
kdhanjal12,Canada,Twitter for Android,,12-04-2021 02:43,TRUE,1514,"@PSGrewal2 Great Information Grewal 🙏🌾 

Yes, these Akali-Dals have to leave Punjab immediately, they've ruined man… https://t.co/2xtwEJgdyD",8,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:43,FALSE,1763,"f the crop is to be sold directly to Ambani_Adani
  Shame on you
            When we ourselves start selling wheat… https://t.co/3AO4xYyOxO",1,FALSE,Positive
Jagmeetsinghsra,"भटिंडा, भारत",Twitter for Android,,12-04-2021 02:43,FALSE,362,"No modi you cannot Stop us
Try as much as you want 

This is a Revolution and it will not stop until the farm bills… https://t.co/h7BYGYR8PY",0,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 02:43,FALSE,152,"Delhi police used teargas on on peaceful farmers who are protesting for their rights
#DelhiPolice_TorturingFarmers… https://t.co/iwcvpJpmSc",0,FALSE,Positive
ManjitS58893847,,Twitter for Android,,12-04-2021 02:43,FALSE,58,"@Kisanektamorcha @capt_amarinder 'Shameful' &amp; 'Disgusting' act by Delhi Police!

How obnoxious can Modi govt be??… https://t.co/MfqTEKQwXv",1,FALSE,Negative
Monikak06080620,,Twitter Web App,,12-04-2021 02:43,FALSE,261,@Sumant71538208 @HarmanMalla @13hundal @navneetkaursoh3 @happysamra14 @sukhdha75655514 @pb07cheema @Bamber_JDK… https://t.co/tNaPAbzAZh,1,FALSE,Positive
harp1619,Panjab,Twitter for Android,,12-04-2021 02:43,TRUE,88,I support #FarmersProtest #DelhiPolice_TorturingFarmers,2,FALSE,Positive
deeprana1007,,ISupportFarmers,,12-04-2021 02:43,FALSE,71,"Shame on Delhi police for arresting 80 years old farmer and torturing him
#DelhiPolice_TorturingFarmers
 Support Fa… https://t.co/eFO7aqYqJi",0,FALSE,Positive
Karmjee23146883,"Punjab, India",Twitter for Android,,12-04-2021 02:43,FALSE,28,Shame on delhi police and caption Amrinder Singh #DelhiPolice_TorturingFarmers,0,FALSE,Positive
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,12-04-2021 02:43,FALSE,992,"we are not simply protecting their trivial old age, we are thereby ripping the foundations of justice from beneath… https://t.co/hiiMVxfRD2",4,FALSE,Positive
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,12-04-2021 02:43,FALSE,992,"In keeping silent about evil, in burying it so deep within us that no sign of it appears on the surface, we are imp… https://t.co/OxFhZm3LZk",4,FALSE,Negative
vivek70singh1,"Nagpur, India",Twitter for Android,,12-04-2021 02:43,FALSE,1,"I Am BaCk 😎🔥❤️ #vivek_70_singh #mondaythoughts
#SpreadKindness
#DelhiPolice_TorturingFarmers
#STREAMDYNAMITE… https://t.co/WDhDf1cNse",0,FALSE,Positive
judge_rupinder,,ISupportFarmers,,12-04-2021 02:42,FALSE,56,BJP goons throwing stones at farmers with Delhi police just standing and watching from behind. Shame Delhi police… https://t.co/HKYSpBnbXg,0,FALSE,Negative
KingKisshor,,Twitter for iPhone,,12-04-2021 02:42,FALSE,5,"@Tractor2twitr @capt_amarinder @DGPPunjabPolice @CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for f… https://t.co/m58s1niQqO",0,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:42,FALSE,5,"@Pawankaurgill @CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you are doin… https://t.co/bvHoUTdr7E",1,FALSE,Negative
Aman_Sandhu05,,Twitter for iPhone,,12-04-2021 02:42,FALSE,851,Please support #DelhiPolice_TorturingFarmers https://t.co/CD8LthuQwF,4,FALSE,Positive
jssaini54634980,,ISupportFarmers,,12-04-2021 02:42,FALSE,164,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 I support farmers! https://t.co/0IS7vjSrBJ",0,FALSE,Positive
inclidar,"Haryana, India",Twitter for Android,,12-04-2021 02:42,TRUE,178,"The police has crossed the limits of hooliganism anywhere

#DelhiPolice_TorturingFarmers",1,FALSE,Positive
Jass_k_G,"Toronto, Canada",Twitter for Android,,12-04-2021 02:42,FALSE,289,"The only solution is to vote BJP out
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/oWQbdo13Cr",0,FALSE,Positive
ParNain9,"Haryana, India",Twitter for Android,,12-04-2021 02:42,FALSE,596,"Today we're going ahead fast 20k tweets in 1:12 minutes
 #DelhiPolice_TorturingFarmers https://t.co/0mfufV5s93",8,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:42,FALSE,5,"@imehak_randhawa Yess

@CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you… https://t.co/VX8USl6Ucf",0,FALSE,Negative
Manniepreet,,NoFoodNoFarmer,,12-04-2021 02:42,FALSE,192,Delhi police is helping BJP in dividing the country. Farmers are uniting the country.… https://t.co/FrLHzSMJsq,0,FALSE,Positive
harp1619,Panjab,Twitter for Android,,12-04-2021 02:42,TRUE,88,stop harassing farmers #FarmersProtest #DelhiPolice_TorturingFarmers,1,FALSE,Positive
aminaziz57,,Twitter for iPhone,,12-04-2021 02:42,TRUE,1170,Shame #DelhiPolice_TorturingFarmers https://t.co/ASRkfALC7w,0,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 02:42,FALSE,561,All the tactics used by Delhi police to harm the farmers to the fullest on behest of BJP.… https://t.co/6mGOVdZmez,3,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:42,FALSE,5,"@kiranjattsandhu @CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you are do… https://t.co/Jdrv346NXM",2,FALSE,Negative
KingKisshor,,Twitter for iPhone,,12-04-2021 02:42,FALSE,5,"@Devilwearprada0 @CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you are do… https://t.co/XoHouFRDDB",2,FALSE,Negative
farmers_stand,,Twitter for iPhone,,12-04-2021 02:42,FALSE,1763,@singhka60872205 @Gurpree55127168 @Ishwarp07537935 @Aman_Sandhu05 @Ramneekkaur786 @i_miss_kaur @Harpree47414155… https://t.co/epY7dPanBY,2,FALSE,Positive
PushpSamra,,Twitter for Android,,12-04-2021 02:42,FALSE,24,"What has the innocent farmers done to be treated like animals ?
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/y7aaLzHzjP",3,FALSE,Positive
GodWeRUrChildrn,,Twitter for Android,,12-04-2021 02:42,FALSE,677,"Delhi Police, you've done a gr8 job during COVID crisis, but torturing innocent people is not acceptable at all!… https://t.co/zj2Zyyj7uG",8,FALSE,Positive
Karmjee23146883,"Punjab, India",Twitter for Android,,12-04-2021 02:42,FALSE,28,"Toady hastag
 Retweet
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
navin4nation,India,Twitter for Android,,12-04-2021 02:42,FALSE,2278,@13hundal @KeepPeace100 @_ManikGoyal @SheenaokaWoman @Kisanektamorcha @Nikhil4INDI @ashunteam @PANJAB1849… https://t.co/WJ60sW3CZh,0,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 02:42,FALSE,71,"Delhi continue to arrest and harass the peaceful protesters. This must stop. 
#DelhiPolice_TorturingFarmers
 Farmer… https://t.co/MhcCDgzLRr",0,FALSE,Positive
DrmanvirS,Punjab,Twitter Web App,,12-04-2021 02:42,FALSE,551,"Shameful' &amp; 'Disgusting' act by Delhi Police!

How obnoxious can Modi govt be??

Torturing &amp; thrashing the youth in… https://t.co/GyM11CRmlE",6,FALSE,Negative
KingKisshor,,Twitter for iPhone,,12-04-2021 02:42,FALSE,5,"@FSandhu47 @CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you are doing is… https://t.co/1GN4PKKlY8",0,FALSE,Negative
vivek70singh1,"Nagpur, India",Twitter for Android,,12-04-2021 02:41,FALSE,1,"Mai tera Hero🔥😎 #vivek_70_sing#mondaythoughts
#SpreadKindness
#DelhiPolice_TorturingFarmers
#STREAMDYNAMITE… https://t.co/ynJ6hPcsS8",0,FALSE,Positive
Charanj87043520,"Dubai, United Arab Emirates",Twitter for Android,,12-04-2021 02:41,FALSE,1337,It is very shamefull &amp; disgusting act done by delhi police ..torturing &amp; harrashing to our youngsters and innocent… https://t.co/nwp2Y4uCem,5,FALSE,Negative
rajasthani03,,ISupportFarmers,,12-04-2021 02:41,FALSE,23,All the tactics used by Delhi police to harm the farmers to the fullest on behest of BJP.… https://t.co/X4Kdm0Bm6f,0,FALSE,Positive
_jaggicheema,,Twitter for iPhone,,12-04-2021 02:41,FALSE,503,"In his about 7 years of rule, nowhere in the country has he faced this kind of resistance as Modi did in the… https://t.co/5cEMnHHCWu",0,FALSE,Positive
harp1619,Panjab,Twitter for Android,,12-04-2021 02:41,TRUE,88,"Repeal farm laws
#DelhiPolice_TorturingFarmers",1,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:41,FALSE,5,"@RajDhanda17 @CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you are doing… https://t.co/HjLzf6HHOQ",0,FALSE,Negative
Tractor2twitr,"Ludhiana, India",Twitter for iPhone,,12-04-2021 02:41,FALSE,135,"#DoYouKnow

@DelhiPolice had arrested some farmers while they were shopping for groceries.
False charges were impos… https://t.co/QJHy563gIW",96,FALSE,Negative
HarjotBenipal9,"Punjab, India",Twitter for iPhone,,12-04-2021 02:41,TRUE,927,"BJP torturing farmers through Delhi Police

 #DelhiPolice_TorturingFarmers",0,FALSE,Positive
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:41,FALSE,94,"Delhi police torturing farmers
#DelhiPolice_TorturingFarmers
 Inquilab zindabaad!!!!!! https://t.co/3iBC5NMbmm",0,FALSE,Positive
asmat_rashid,,Twitter Web App,,12-04-2021 02:41,FALSE,182,"Delhi Police is used to torture farmers by Modi Government. 

#DelhiPolice_TorturingFarmers
 #FarmersProtests… https://t.co/dkEdxN16tr",0,FALSE,Positive
FSandhu47,,Twitter for Android,,12-04-2021 02:41,FALSE,84,"Today Hashtag 
Retweet 

#DelhiPolice_TorturingFarmers https://t.co/uCKdn5w1Li",0,FALSE,Positive
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:41,FALSE,69,The current Indian administration is condoning violence against farmers. The world is watching.… https://t.co/rGY3CBsDbv,0,FALSE,Positive
imehak_randhawa,ਆਪਣੇ ਘਰ,Twitter for Android,,12-04-2021 02:41,FALSE,657,Repeal black laws #DelhiPolice_TorturingFarmers https://t.co/fHvGOFgXG0,2,FALSE,Negative
sikhnews247,,WordPress.com,,12-04-2021 02:41,TRUE,16,BeingFukray: Farmers protesting in Abbotsford city of British Columbia Canada. #DelhiPolice_TorturingFarmers https://t.co/xkyARE2fl3,1,FALSE,Positive
Pawankaurgill,Amritsar Punjab ,Twitter for Android,,12-04-2021 02:41,FALSE,338,"It's a movement of people who know their rights .
No Farmers No Food No Future
#DelhiPolice_TorturingFarmers",3,FALSE,Positive
sufpshr,,Twitter for Android,,12-04-2021 02:41,FALSE,52,"Before it becomes a norm, @capt_amarinder You need to take serious legal action against @DGPPunjabPolice for abduct… https://t.co/swM1DjO9nb",0,FALSE,Negative
Sukh87061902,,Twitter for iPhone,,12-04-2021 02:41,FALSE,252,When was the last time #delhipolice slaughtered their duties and oaths in favor to become illegitimate children of… https://t.co/CPY4bzmYc6,1,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 02:41,FALSE,152,"Delhi police using metal rods for farmers. Shame on Modi 
#DelhiPolice_TorturingFarmers
 Farmers against injustice. https://t.co/Kk30QFzzMr",0,FALSE,Positive
farmers_stand,,Twitter for iPhone,,12-04-2021 02:41,FALSE,1763,Keep supporting farmers #DelhiPolice_TorturingFarmers #FarmersProtest,2,FALSE,Positive
sartajjeevan,,Twitter for iPhone,,12-04-2021 02:41,TRUE,131,So shameful #DelhiPolice_TorturingFarmers https://t.co/kEZDnEfbbm,1,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:41,FALSE,5,"@SukheetJataana @CPDelhi your Motto says 
         “Shanti Seva Nyaya”
 Think for few seconds, all that you are doi… https://t.co/5et6MuIXQI",0,FALSE,Negative
farmers_stand,,Twitter for iPhone,,12-04-2021 02:41,FALSE,1763,Good morning everyone #DelhiPolice_TorturingFarmers #FarmersProtest,2,FALSE,Positive
sandhuz_19,,Twitter for Android,,12-04-2021 02:41,FALSE,94,"@Navirockstar1 Responsible Govt nhi 
Sade Apne lok ne 
#FarmersProtest #DelhiPolice_TorturingFarmers",0,FALSE,Positive
